245670 	 Aaaa...ctha ! 	 sante 	 18079 	 773 	 70 	 1 	 Aujourd'hui, et depuis des années, j'ai l'allergie la plus conne du monde. Je suis allergique aux mouchoirs en papier. VDM 
245621 	 Orane 	 argent 	 18608 	 1870 	 97 	 1 	 Aujourd'hui, c'est mon anniversaire. Ma mère a une grande maison avec piscine, ma grand-mère possède une exploitation de vin. Elles se sont cotisées et j'ai eu une housse de couette. VDM 
245615 	 j.o.s. 	 inclassable 	 12292 	 8101 	 67 	 1 	 Aujourd'hui, toute ma classe m'a applaudie dans la cour, devant tous les autres élèves et tous les surveillants. Non, je n'ai pas sauvé la vie de quelqu'un, non, je n'ai pas eu une super note, je suis juste arrivée à l'heure.  Pour une fois. VDM 
245583 	 Le Canard Vert 	 amour 	 22146 	 849 	 67 	 1 	 Aujourd'hui, ma copine m'a quitté par SMS, à partir du portable de son nouveau mec. VDM 
245486 	 TOF57 	 travail 	 14764 	 6414 	 49 	 1 	 Aujourd'hui, je suis ballonné. Je n'ai pas encore digéré la choucroute d'hier soir. En l'absence d'un collègue, je me déplace dans son bureau pour me soulager de mes gaz. J'entends une personne qui tousse : c'est l'informaticien qui travaille sous son bureau. VDM 
240180 	 jay ze punk 	 inclassable 	 22848 	 1023 	 141 	 1 	 Aujourd'hui, je rends visite à ma grand-mère avec ma nouvelle petite amie. Nous buvons le café quand soudain mamie se penche sur la fesse gauche et lâche un énorme pet. Fière d'elle, elle ajoute : "Il avait pas payé son loyer, celui-là !" Ma copine a entièrement recraché son café par les narines. VDM 
240115 	 aaaaarf 	 amour 	 29672 	 7928 	 194 	 1 	 Aujourd'hui, pour voir la réaction de mon copain, je me crée une nouvelle adresse MSN pour me faire passer pour une fille qui aurait des vues sur lui. Conversation : "Tu as un copine ?" - "Oui mais t'inquiète, je suis pas fidèle. En plus, elle est nulle au lit." VDM 
239918 	 Suzette 	 travail 	 14652 	 9147 	 42 	 1 	 Aujourd'hui, je me lève après une soirée bien arrosée dont je suis rentrée à 7 h du mat. Je profite de ma journée en larvant devant la télé après une bonne douche. Un samedi comme je les aime... sauf qu'aujourd'hui, on est vendredi et que je ne vois pas quelle excuse donner à mon patron. VDM 
239765 	 CourageFuyons 	 inclassable 	 23854 	 1050 	 109 	 1 	 Aujourd'hui, je tape une scène à mon mari parce que j'ai trouvé des sous-vêtements féminins dans sa voiture. Il réfute l'existence d'une maîtresse : c'est lui qui porte ces dessous. VDM 
239745 	 Kraw 	 inclassable 	 16356 	 2236 	 43 	 1 	 Aujourd'hui, je consulte mes archives de conversation sur MSN pour vérifier qui est mon ami le plus fidèle. Avec un fichier de 6948 Ko, ma sœur, qui habite dans la même maison que moi, est en tête. VDM 
239674 	 Nopman 	 sexe 	 23462 	 4398 	 70 	 1 	 Aujourd'hui, j'ai fait une grande découverte. Dormir avec son "ex", tout en prétextant n'être que son ami, c'est bien. Lui dire qu'on ne ressent plus rien pour elle, même d'un point de vue sexuel, c'est noble. La réveiller parce qu'on a eu une éjaculation nocturne, c'est la misère, la vraie. VDM 
239667 	 Louloutee 	 enfants 	 16861 	 1609 	 23 	 1 	 Aujourd'hui, c'est "crêpe party" à la maison. J'explique à mes enfants comment faire. Après réflexion, mon fils se décide et, dans un magnifique tour de poignet digne des plus grands professionnels, lance la crêpe... et la poêle avec. VDM 
239623 	 Enmousse 	 sante 	 18038 	 1590 	 68 	 1 	 Aujourd'hui, en me levant, je me prépare un petit café avec un demi-sucre dedans. Comme d'habitude, je prends un sucre et le serre contre mes doigts pour le casser en deux. "Crac !" Mon index. Le sucre va très bien. VDM 
239613 	  	 inclassable 	 23432 	 833 	 69 	 1 	 Aujourd'hui, j'ai 26 ans, je mesure 1m82 et pèse 120 kg. De plus, je suis pilier pour une grande équipe de rugby. Encore tout à l'heure, et comme à chaque fois que je réponds au téléphone, on m'a dit : "Bonjour Madame." VDM 
239516 	 Boboosss 	 sexe 	 22756 	 1536 	 43 	 1 	 Aujourd'hui, j'ai retrouvé avec émotion mon carnet de santé pour vérifier mes vaccins. Émouvant, car mes parents y ont scrupuleusement noté mes premiers mots, la date de ma première dent... J'ignorais qu'il avaient aussi noté la date à laquelle ils ont déduit que je me masturbais en cachette. VDM 
239492 	 badim...bahh 	 travail 	 15984 	 6531 	 30 	 1 	 Aujourd'hui, leçon 1 : "Comment rater un entretien téléphonique." Oubliez de raccrocher votre téléphone et criez bien fort que vous avez complètement foiré en insultant grossièrement votre ex-futur patron. Puis vérifiez que l'interlocuteur est toujours en ligne. C'est réussi pour moi. VDM 
239457 	  	 inclassable 	 16176 	 1294 	 43 	 1 	 Aujourd'hui, je prends le train. Arrivée prévue à la gare vers 23h30, heure à laquelle elle est très fréquentée. Quand je suis arrivée, quatre idiots m'attendaient avec des pancartes "Bienvenue en France Lynette !" et me parlaient comme à une étrangère. Ce sont mes parents et deux de leurs amis. VDM 
239411 	  	 amour 	 23500 	 1879 	 67 	 1 	 Aujourd'hui, j'ai rendez-vous avec mon copain avec l'intention de rompre car je trouve qu'il annule trop souvent nos soirées sous des prétextes bidon. Il a annulé. VDM 
239334 	 mimiche 	 inclassable 	 11356 	 14164 	 73 	 1 	 Aujourd'hui, je descends les marches pour prendre le métro quand je croise un bel homme qui me regarde fixement. Pour faire ma belle, je me lance dans un balancement de la tête digne d'une publicité pour shampoing. Je m'emmêle les pieds dans ma robe et dévale le reste des marches sur les fesses. VDM 
239314 	 abalafac 	 inclassable 	 18283 	 798 	 29 	 1 	 Aujourd'hui, mon diplôme arrive enfin. Euphorique, je le lis à haute voix. Je m'interromps quand je me rends compte que je ne suis apparemment pas dessinatrice paysagiste mais conductrice de chantiers. J'hésite entre harceler encore la fac ou me résigner à passer le permis bulldozer. VDM 
239172 	 cactus 	 inclassable 	 8895 	 17412 	 103 	 1 	 Aujourd'hui, je suis en voiture avec une fille qui me plaît beaucoup. Elle est fan des Sex Pistols, m'en parle avec enthousiasme et me demande si je connais. Je lui dis alors : "Oui bien sûr, j'ai trois albums !" Petit silence. Je me demande pourquoi. "Ils n'en ont sorti qu'un..." Ah. VDM 
239158 	 Agone 	 inclassable 	 16956 	 1149 	 31 	 1 	 Aujourd'hui, le téléphone a sonné à 7h30. Réveillé en sursaut, je jaillis hors de mon lit en prenant appui au passage sur ma table basse. Un geste qui aurait été parfait si je n'avais pas dormi toute la nuit le bras replié sous la tête. Un bras en mousse, ça ne supporte pas 75 kg. Chute violente dès le matin = VDM 
239125 	 scotlandyard 	 inclassable 	 19594 	 1794 	 64 	 1 	 Aujourd'hui, j'ai raté mon permis de conduire pour la troisième fois. En Suisse, on doit passer chez le psy après trois essais ratés et mon rendez-vous a été fixé dans deux semaines. Mon père est patron d'une auto-école. J'ai honte. VDM 
239085 	 Josérine 	 inclassable 	 14703 	 3638 	 58 	 1 	 Aujourd'hui, je reviens d'un voyage de trois semaines. De retour chez moi, mon petit frère m'annonce que Fred, ma prochaine conquête, m'a laissé un SMS. Mes parents approuvent. Je demande d'où ils tiennent ça. À ma petite sœur de répondre : "Mais tout le monde sait que ton PIN, c'est ta date de naissance." VDM 
239026 	 nounouille 	 amour 	 19460 	 1173 	 51 	 1 	 Aujourd'hui, l'homme dont je suis amoureuse en secret me propose de passer la soirée avec lui. Enchantée, je dis oui. Il passe me chercher et, à peine montée dans sa voiture, il me dit : "C'est sympa de venir, j'ai un truc super chiant à faire pour mon taf et j'avais pas envie de le faire tout seul." VDM 
238967 	 La Poch' 	 inclassable 	 21035 	 840 	 40 	 1 	 Aujourd'hui, je faisais un inventaire dans un magasin où il y avait encore des clients. Je comptais dans les rayons du bas. Une vieille dame m'a prise pour un tabouret. VDM 
238951 	 ammm 	 sexe 	 17803 	 8877 	 75 	 1 	 Aujourd'hui, je donne rendez-vous à mon homme dans une chambre de l'hôpital où nous travaillons. Par malheur, pendant l'action, on a appuyé sur la sonnette... Ça marche bien, toute l'équipe est arrivée. VDM 
238900 	 yopapa 	 amour 	 15546 	 8287 	 48 	 1 	 Aujourd'hui, soirée déguisée pour les 25 ans d'un ami. Éméchée, j'aborde un garçon et lui demande sur le ton de la plaisanterie : "Qu'est-ce que tu caches sous ton kilt ? Ça a l'air gros." Réponse : "C'est sûrement plus gros que ce que tu caches sous ton chapeau." VDM 
238881 	 PrincessNuage 	 amour 	 26259 	 1347 	 69 	 1 	 Aujourd'hui, mon copain répond enfin à l'un de mes appels. Là, j'entends : "Merde, j'ai décroché !" puis il raccroche. VDM 
238719 	 Crescendoll 	 inclassable 	 7831 	 17877 	 40 	 1 	 Aujourd'hui, pour rigoler, j'ai gratuitement fait faire une carte de banque personnalisée via Internet, avec une photo ridicule de mon chien, sans trop y croire. Je l'ai vraiment reçue et elle remplace ma carte normale qui n'est désormais plus valable... VDM 
238688 	 Chacha 	 inclassable 	 19677 	 2115 	 33 	 1 	 Aujourd'hui, j'ai voulu faire ma belle en mettant mon nouveau pantalon blanc. À midi, on va déjeuner au RU. Je m'assois et là, catastrophe. Je sens un truc mouillé. Toute la journée, j'ai dû expliquer que non, je n'avais pas mes règles mais que je m'étais assise sur de la betterave. VDM 
238670 	 Lyna 	 enfants 	 20597 	 1379 	 26 	 1 	 Aujourd'hui, ma fille de trois ans vient me demander : "Maman, z'est vrai que les gens gros, eh ben ils peuvent pas voir leurs pieds ?" Je lui réponds que c'est probable, là elle rétorque : "Z'est pas grave, maman, elles zont super belles, tes chaussures !" VDM 
238633 	 joseph 	 inclassable 	 27087 	 1205 	 86 	 1 	 Aujourd'hui, ma mère vient me chercher au lycée avec Danny Brillant à fond dans la voiture. Elle ouvre la fenêtre et me crie : "Ma couille, tu viens ?" VDM 
238549 	 bibou 	 inclassable 	 15910 	 3057 	 44 	 1 	 Aujourd'hui, j'ai demandé un service à l'un de mes supérieurs. Quand il m'a demandé, en rigolant, d'utiliser une formule courtoise, j'ai voulu lui dire que je n'allais pas non plus me mettre à genoux. J'ai exprimé cette pensée par : "Tu ne veux tout de même pas que je me mette à quatre pattes ?" VDM 
238493 	 Temir 	 inclassable 	 17280 	 1643 	 29 	 1 	 Aujourd'hui, en ville, une fille en vélo me frôle et son guidon se prend dans la bretelle de mon sac qui pendouillait dans le vide. Croyant sur l'instant qu'on voulait me le voler, je tire mon sac vers moi d'un coup sec... faisant donc tomber la fille du vélo. VDM 
238456 	 Lamzor 	 travail 	 17720 	 1290 	 41 	 1 	 Aujourd'hui, je dois recevoir le coup de fil de ma vie concernant le boulot. Le problème ? Mon téléphone n'émet plus aucune sonnerie. Je suis obligé de décrocher le combiné toutes les 10 secondes dans l'espoir de tomber sur mon employeur. VDM 
238429 	 Hahaha 	 inclassable 	 17127 	 3044 	 31 	 1 	 Aujourd'hui, je discute avec un mec qui me propose un chewing-gum. Je lui dis en rigolant : "Je pue de la bouche, c'est ça ?" Il me répond : "T'inquiète, pas tant que ça." VDM 
238320 	 Belle 	 inclassable 	 12627 	 17683 	 118 	 1 	 Aujourd'hui, j'attends le bus. Un minibus s'arrête devant moi. Dedans, plein de gosses, dont un qui me regarde fixement en faisant une affreuse grimace. Outrée, je lui fais mon plus beau doigt d'honneur. Le minibus s'en va, et là, je vois à l'arrière : "École pour enfants handicapés". J'ai honte. VDM 
238305 	 cyberg 	 travail 	 17931 	 1119 	 63 	 1 	 Aujourd'hui, mes collègues n'ont rien trouvé de mieux que de me refaire mon badge et de le remettre dans mon vestiaire en inscrivant "gynécologue" dessus. J'ai travaillé avec ça pendant la matinée, dans le magasin de bricolage où je bosse au rayon plomberie/sanitaire. VDM 
238213 	 maggiethecat 	 inclassable 	 18595 	 1135 	 37 	 1 	 Aujourd'hui, je me prends les pieds dans le trottoir et je m'étale de tout mon long en plein centre-ville. Quand je me relève, je me retrouve face à tout un cortège funéraire essayant tant bien que mal de ne pas rire. OK, j'ai égayé leur journée mais moi, j'ai mal ! VDM 
238202 	 nemito 	 argent 	 18347 	 2405 	 47 	 1 	 Aujourd'hui, début du mois, je suis déjà à découvert. Ce soir, pour la première fois de ma vie de jeune salariée, je découvre dans ma boîte aux lettres l'existence de la taxe d'habitation. VDM 
238199 	 Kiki 	 inclassable 	 10823 	 12801 	 50 	 1 	 Aujourd'hui, alors que je passais sur un passage pour piéton, c'est un pote qui se trouve arrêté en voiture pour me laisser passer. Pour déconner, je me mets à danser n'importe comment et montre mes fesses. Il ouvre la portière, descend, et m'applaudit. Ce n'était pas lui mais un illustre inconnu. VDM 
238137 	 Speee 	 amour 	 22318 	 1048 	 110 	 1 	 Aujourd'hui, mon copain m'a annoncé qu'il aimait être avec moi car on n'était pas vraiment en couple. Ah bon ? VDM 
238102 	 sottise 	 inclassable 	 19715 	 1597 	 81 	 1 	 Aujourd'hui, j'ai mes règles et je suis en retard pour aller travailler. Je prends une serviette hygiénique, enlève la partie collante et la pose à l'envers sur le lit. Au moment de l'utiliser, introuvable ! Mes collègues l'ont retrouvée : elle était collée sur mes fesses. Déjà 2 h que je bosse... VDM 
238035 	 riri 	 enfants 	 18030 	 1561 	 115 	 1 	 Aujourd'hui, ma mère a raconté à mes potes que, lorsque j'étais petit, j'avais une peur bleue du tyrolien dans le Juste Prix. VDM 
237736 	 loliloling 	 enfants 	 20018 	 1198 	 89 	 1 	 Aujourd'hui, en rentrant de mon travail, mon fils de 7 ans me dit que sa petite sœur a vomi mais que c'est pas grave parce qu'il a passé l'aspirateur. VDM 
237727 	 lilouette25 	 travail 	 21683 	 2286 	 101 	 1 	 Aujourd'hui, le prof a distribué les exposés en Sciences du langage. On choisissait une date et on gagnait un sujet : j'ai eu les isotopies discursives à disjonction paradigmatique et syntagmatique. VDM 
237670 	 xplp 	 inclassable 	 21425 	 2171 	 68 	 1 	 Aujourd'hui, et depuis quelque temps, je sors tellement peu de chez moi et ma vie est tellement nulle que je me suis fait un ami qui me ressemble. C'est un pigeon amputé d'une patte. Je me suis pris de pitié pour lui, je le nourris à ma fenêtre et lui parle. VDM 
237669 	 doomiiino 	 inclassable 	 15528 	 1894 	 22 	 1 	 Aujourd'hui, j'ai appris que mon portable savait faire plein de choses ! Il a réussi à s'allumer et à taper un mauvais code PIN trois fois de suite. Clap clap clap, je n’aurais pas fait mieux. VDM 
237505 	 Baloo51 	 argent 	 15566 	 7432 	 57 	 1 	 Aujourd'hui, en fouillant les poches d'un ancien manteau, j'ai retrouvé un chèque de 130 euros qui m'était destiné. C'est génial ! Enfin, ça le serait si on était toujours en 2005. VDM 
237502 	 çamousse 	 enfants 	 21007 	 954 	 87 	 1 	 Aujourd'hui, c'est mon jour de congé. J'attends un appel de mon patron pour la grande réunion de demain. C'est ma fille, 6 ans, qui décroche. "Maman peut pas répondre, elle se touche dans la baignoire." En effet, j'étais bien dans la baignoire, à me DOUCHER. VDM 
237429 	 tatouaie 	 sante 	 15779 	 3228 	 67 	 1 	 Aujourd'hui, et comme chaque jour en rentrant chez moi, mon chien m'attend devant la porte. Cette fois, il décide de me mordiller le mollet. Bon, ce ne serait pas grave si, 2 h auparavant, je ne m'étais pas fait mon tatouage... au mollet. VDM 
237364 	 'stis 	 sante 	 18189 	 2510 	 41 	 1 	 Aujourd'hui, à cause de ma grande maladresse, j'ai tout renversé sur mon jean. Eh oui, c'est officiel, j'ai échoué à un examen... d'urine. VDM 
237360 	 miss 	 travail 	 27358 	 959 	 54 	 1 	 Aujourd'hui, je suis prof stagiaire et j'observe le cours d'une collègue. Une élève arrive en retard et me demande : "T'es nouvelle ?" "Non, je suis prof." Puis une surveillante entre et demande aux élèves de sortir leurs carnets de liaison. Elle ajoute : "Et toi, t'écris pas ? Ça intéresse pas tes parents ?" VDM 
237204 	 symphonie 	 inclassable 	 20241 	 3563 	 68 	 1 	 Aujourd'hui, en voiture, une amie se gare en double file et me demande de poster une lettre. Je bondis jusqu'à la boîte et remonte fissa en criant : "Hue cocotte, appuie sur le champi !" pour m'entendre répondre dans un éclat de rire : "Mademoiselle, vous êtes descendue de la voiture juste devant !" VDM 
237136 	 Oli74 	 travail 	 21347 	 8933 	 100 	 1 	 Aujourd'hui, étant prof de maths au lycée, je demande à un petit malin très bavard de venir faire le cours a ma place s'il souhaitait parler. Non seulement il est venu, mais il a expliqué correctement et les élèves le préfèrent à moi. VDM 
236962 	 soho 	 enfants 	 21313 	 1581 	 114 	 1 	 Aujourd'hui, la directrice de l'école m'a appelé pour me dire que, lors d'une sortie éducative, ma fille avait planté un bâton dans le derrière d'une chèvre. Pour s'excuser, elle a répondu qu'elle avait confondu avec un taille-crayon... VDM 
236946 	 Boops 	 inclassable 	 16733 	 2898 	 42 	 1 	 Aujourd'hui, toute ma famille se moque de moi. Normal : je suis en conduite accompagnée et, hier, j'ai évité l'accident en freinant sec alors qu'un taré avait déboîté devant moi sans même regarder. Énervée, j'ai voulu faire des appels de phare. J'ai déclenché le lave-vitres. Trois fois de suite. VDM 
236909 	 RugbyGirl 	 amour 	 16887 	 2982 	 91 	 1 	 Aujourd'hui, je suis rentrée en cours depuis deux semaines. J'ai réussi à comprendre pourquoi j'ai cramé mes chances avec tous les mecs de ma promo. Comment j'ai fait ? À la question "Tu fais quoi comme sport ?", j'ai répondu : "Du rugby, et toi ?" VDM 
236904 	 Pin's 	 enfants 	 16969 	 2770 	 20 	 1 	 Aujourd'hui, en faisant mes courses à l'épicerie en bas de ma rue, je trouve une petite annonce : "Cherche étudiante TRÈS SYMPA pour garder Léa, 9 ans, en CM1. Contactez Béatrice au..." C'est moi qui gardais Léa l'année dernière, je ne comprends pourquoi elle ne m'a pas rappelée. VDM 
236738 	 Marjobarjo 	 enfants 	 8513 	 16042 	 59 	 0 	 Aujourd'hui, j'ai laissé ma fille de 9 mois dans la voiture en lui donnant les clefs pour qu'elle s'amuse, le temps de mettre la poussette dans le coffre. Elle a réussi à me faire attendre trois quarts d'heure dehors... en trouvant le bouton de fermeture automatique des portes. VDM 
236642 	 patrac 	 inclassable 	 17629 	 3354 	 35 	 1 	 Aujourd'hui, dans l'amphithéâtre plein à craquer, discussion avec le prof sur la citoyenneté. Et moi de déclarer : "C'est pas bien l'abstinence." L'abstention, l'abstention... VDM 
236544 	 hemlec 	 inclassable 	 22515 	 2312 	 108 	 1 	 Aujourd'hui, et depuis un mois, j'ai quitté le Nord pour faire mes études à Lyon. C'est la 126e fois qu'on m'appelle "Ch'ti biloute". VDM 
236542 	 fredouille 	 travail 	 27527 	 1028 	 49 	 1 	 Aujourd'hui, et comme chaque année, je suis allé à la Poste pour m'envoyer à moi-même une lettre en recommandé avec AR pour me convoquer moi-même à une réunion où je serai seul. Je suis le seul gérant de mon entreprise et c'est la loi qui me demande de procéder comme ça. VDM 
236433 	 Urbikand 	 travail 	 26306 	 1033 	 54 	 1 	 Aujourd'hui, en tant que responsable administratif de ma société, j'ai dû envoyer une lettre de licenciement pour motif économique à un salarié. Ce futur chômeur, c'est moi-même. VDM 
188914 	 argh 	 travail 	 15329 	 804 	 12 	 1 	 Aujourd'hui, j'ai reçu par DHL les "quelques lettres" de notre centre comptable en Pologne que je suis censé mettre sous pli. Je regarde en ce moment même 46 kilos de lettres à envoyer. À côté, mon collègue se fout de moi et me dit : "C'est ton cadeau de bienvenue." Merci. VDM 
188638 	 climbingjul 	 enfants 	 16799 	 1261 	 16 	 1 	 Aujourd'hui, dans le parc d'accrobranche où je travaille, il pleut. J'enfile mon imperméable jaune citron. Deux gamins passent, me regardent de la tête aux pieds, et l'un dit à l'autre : "Regarde, on dirait Bob l'éponge !". L'autre répond : "Mais c'est pas Bob l'éponge carrée, c'est Bob l'éponge rooonde !" VDM 
188601 	 Rustrali 	 travail 	 16152 	 2871 	 38 	 1 	 Aujourd'hui, ce matin même, je pars au boulot (un travail saisonnier et à l'extérieur). J'avais tellement la tête dans le pâté qu'au lieu de serrer la main de mon patron, j'ai serré l'épi de maïs qui était à côté de lui... VDM 
188534 	 roidespoissards 	 inclassable 	 14254 	 1789 	 59 	 1 	 Aujourd'hui, je suis à Marseille et je croise un groupe célébrant un enterrement de vie de jeune fille. Le groupe me force à me peser devant tout le monde car la future mariée doit embrasser 1000 kg d'hommes. VDM 
188509 	 Chat Noir 	 jsuisconne 	 14751 	 7983 	 41 	 1 	 Aujourd'hui, je me fais un bain de bouche en déambulant dans mon appartement. En passant devant l'ordinateur, je vois un poil sur le clavier. Réflexe, je souffle dessus. Mon clavier a la meilleure hygiène bucco-dentaire de l'histoire de l'informatique. VDM 
188436 	 neoclash 	 jsuisconne 	 14814 	 2685 	 16 	 1 	 Aujourd'hui, je prends le métro. Je me lève de ma place pour chercher quelque chose dans ma poche. En me rasseyant, j'ai oublié que j'étais assis sur un strapontin, qui naturellement s'est relevé. Ma copine et surtout mon ego s'en souviendront longtemps. VDM 
188396 	 HS972 	 jsuisconne 	 7624 	 13870 	 46 	 1 	 Aujourd'hui, je suis content de m'être fait percer les oreilles. Je montre un peu à tout le monde, je fais le beau, puis je vais faire une sieste. Je suis réveillé en sursaut par un insecte sur mon oreille, que je dégage avec force. C'était l'un des piercings ; j'ai une douleur atroce et l'oreille en lambeaux. VDM 
188305 	 edialeda 	 sexe 	 13191 	 18653 	 240 	 0 	 Aujourd'hui, j'ai 18 ans, et je me rends compte que sur la dizaine de mecs avec qui j'ai fait l'amour, le seul qui ne me lâche pas et qui me fasse atteindre le septième ciel, c'est mon canard vibrant. VDM 
188254 	 clopeur 	 amour 	 25325 	 1787 	 58 	 1 	 Aujourd'hui, cela fait 2 semaines et demie que je sors avec une fille qui me plaît vraiment. Pour rigoler, je fais sonner son téléphone portable alors qu'elle se trouve à côté de moi. C'est "???" qui apparaît sur son écran. Elle me demande alors : "Ah oui, j'oubliais, c'est quoi ton prénom ?" VDM 
188144 	 moi 	 enfants 	 18514 	 959 	 58 	 1 	 Aujourd'hui, je reçois la visite de deux assistantes sociales qui viennent suite à l'appel d'une voisine qui leur assure entendre un bébé pleurer toute la journée. Mère indigne ? Non, c'est Capsule, ma chatte, qui est en chaleur et qui le fait savoir. J'ai honte. VDM 
188092 	 lalilou 	 amour 	 26242 	 6470 	 138 	 1 	 Aujourd'hui, un gars extra timide, qui n'a jamais eu de copine, qui ne sort jamais, qui n'a pas beaucoup d'amis, un vrai geek, qui n'a pas de vie... m'a foutu un râteau. VDM 
188082 	 Georgio 	 amour 	 26591 	 948 	 120 	 1 	 Aujourd'hui, ça fait trois jours que ma copine a eu un accident. Je suis allé chez elle arroser ses fleurs. J'ai trouvé son portable avec les SMS d'un certain "David" qui demandait pourquoi elle avait raté le "RDV habituel du vendredi" et si elle m'avait finalement largué. VDM 
188030 	 pierrot 	 inclassable 	 13506 	 15211 	 25 	 1 	 Aujourd'hui, je me suis fait flasher. Je suis prof d'auto-école et le policier est un de mes anciens élèves. VDM 
188020 	 cedh 	 inclassable 	 16947 	 966 	 21 	 1 	 Aujourd'hui, ma copine m'a offert un collier en argent, un geste adorable de sa part. J'ai croisé mes copains par la suite, ils l'ont complimenté en disant que ça allait bien avec mon appareil dentaire. VDM 
187982 	 mariequeenofscots 	 inclassable 	 16192 	 975 	 21 	 1 	 Aujourd'hui, la seule fois où ma mère a dit être fière de moi, c'est quand j'ai utilisé des bons de réduction pour mes courses. VDM 
233176 	 La grande soeur 	 sexe 	 26185 	 1306 	 52 	 1 	 Aujourd'hui, en cours, le gars que j'aime depuis deux ans m'envoie un mot. Pas le temps de le lire, mon prof me l'arrache des mains et le lit à haute voix : "J'ai essayé de te le dire mais j'me tape ta petite sœur." Deux chocs : pour moi et pour le copain de ma sœur présent dans la salle. VDM 
233109 	 Raclette 	 sante 	 15074 	 6041 	 44 	 1 	 Aujourd'hui, j'ai assaisonné mes pâtes à coups de piments pili-pili super forts en les frottant entre mes mains pour les effriter. Ce que je ne savais pas, c'est qu'à long terme, cela brûle les mains et tout ce qui entre en contact avec elles. Je n'aurais jamais dû me gratter à CET endroit stratégique et sensible. VDM 
232996 	 boudi2112 	 enfants 	 15947 	 2039 	 28 	 1 	 Aujourd'hui, entretien d'embauche. Je n'ai pas parlé de mon fils de 4 mois de peur que la décision finale soit négative. C'est dommage, j'aurais eu l'air moins bête s'il avait su pourquoi j'avais un bavoir scratché dans le dos ! VDM 
232961 	 karadoc 	 argent 	 20401 	 956 	 67 	 1 	 Aujourd'hui, dans la rue, un voleur à l'arraché m'a piqué... mon sandwich. Valeur du butin : 2,60 €, et mon estomac grogne. Où va-t-on ? VDM 
232777 	 Miss-catas 	 inclassable 	 21557 	 1232 	 62 	 1 	 Aujourd'hui, et comme tous les matins à 8 h, je prends l'inévitable et surpeuplé métro parisien. Rentrant précipitamment dans un wagon, un petit garçon trébuche, rebondit contre sa mère et se raccroche in extremis à... ma jupe. La ligne 5 se souviendra longtemps de ma culotte Snoopy. VDM 
